Scenario_ID,Escenario,CAPACIDAD_BODEGA,STOCK_INICIAL,PUNTO_REORDEN,CANTIDAD_REABASTECIMIENTO,TIEMPO_ENTRE_LLEGADAS,TAMANO_PEDIDO,LEAD_TIME_PROVEEDOR,TIEMPO_SIMULACION,STOCK_INICIAL_RATIO,PUNTO_REORDEN_RATIO,CANTIDAD_REABASTECIMIENTO_RATIO,Demanda_Diaria_Esperada,Cobertura_Inicial_Dias,Cobertura_ROP_Dias,Cobertura_Q_Dias,Brecha_LeadTime_Dias,Categoria_Riesgo,Replicas,Nivel_Servicio_mean,Nivel_Servicio_std,Nivel_Servicio_min,Nivel_Servicio_p05,Nivel_Servicio_p95,Fill_Rate_Unidades_mean,Ventas_Perdidas_mean,Ventas_Perdidas_max,Unidades_Perdidas_mean,Prob_Ruptura,Costo_Total_mean,Costo_Total_std,Costo_Total_p50,Costo_Total_p95,Costo_Total_CVaR95,Inventario_Promedio_mean,Ordenes_Proveedor_mean,Unidades_Vendidas_mean,Total_Solicitudes_mean
SCN-0160,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,1.8,220,3.0,240,0.18,0.1,0.45,122.2222,17.6727,9.8182,44.1818,6.8182,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,136290.1678,3639.8773,138112.4975,138604.3034,138658.9485,3637.6899,5.3333,28296.0,127.3333
SCN-0220,Baja demanda / Lento proveedor / Ajustada,12000,4200,1200,5400,1.8,120,3.0,240,0.35,0.1,0.45,66.6667,63.0,18.0,81.0,15.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,136692.8197,1254.3344,136456.4525,137889.3151,138048.522,3722.9487,2.6667,15687.6667,132.3333
SCN-0054,Alta demanda / Rapido proveedor / Conservadora,8000,1440,1760,3600,0.9,220,1.0,240,0.18,0.22,0.45,244.4444,5.8909,7.2,14.7273,6.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,136852.7017,1350.1141,136212.211,138184.6915,138403.856,3338.501,16.6667,58301.3333,266.6667
SCN-0150,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,220,1.0,240,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,3.9091,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,136926.9603,3736.6023,137529.646,140045.9929,140325.587,3516.4896,10.3333,54812.3333,251.6667
SCN-0118,Alta demanda / Rapido proveedor / Conservadora,8000,2800,1760,3600,0.9,220,1.0,240,0.35,0.22,0.45,244.4444,11.4545,7.2,14.7273,6.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,137142.6433,1753.4503,136211.029,138869.8378,139165.261,3355.8142,16.3333,57412.0,262.0
SCN-0146,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,120,1.0,240,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,8.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,137155.097,4566.1827,135651.8775,141620.2302,142283.3805,3643.1971,6.0,30826.6667,259.6667
SCN-0214,Alta demanda / Rapido proveedor / Ajustada,12000,4200,1200,5400,0.9,220,1.0,240,0.35,0.1,0.45,244.4444,17.1818,4.9091,22.0909,3.9091,Bajo,3,99.8833,0.2021,99.65,99.685,100.0,99.8804,0.3333,1,75.0,33.3333,138149.7515,5409.4959,135928.7635,143477.4901,144316.2375,3529.1598,10.3333,56604.0,259.3333
SCN-0168,Alta demanda / Lento proveedor / Ajustada,12000,2160,2640,2640,0.9,220,3.0,240,0.18,0.22,0.22,244.4444,8.8364,10.8,10.8,7.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,138745.9967,2737.4047,137287.817,141442.2053,141903.804,3224.4259,22.6667,57788.6667,263.6667
SCN-0240,Media demanda / Lento proveedor / Ajustada,12000,4200,2640,2640,1.8,220,3.0,240,0.35,0.22,0.22,122.2222,34.3636,21.6,21.6,18.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,138882.487,793.5732,138798.9635,139622.963,139714.5185,3552.2913,11.0,29742.6667,134.6667
SCN-0172,Baja demanda / Lento proveedor / Ajustada,12000,2160,2640,2640,1.8,120,3.0,240,0.18,0.22,0.22,66.6667,32.4,39.6,39.6,36.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,139649.761,442.1381,139877.6,139926.1185,139931.5095,3684.7156,7.0,15845.0,132.6667
SCN-0008,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,220,3.0,240,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,0.2727,Medio,3,88.4433,2.2109,86.64,86.754,90.597,88.1363,31.3333,37,7012.3333,100.0,139707.891,16591.5302,139883.014,154578.3512,156211.1665,1063.2192,29.6667,51799.3333,270.3333
SCN-0164,Media demanda / Lento proveedor / Ajustada,12000,2160,2640,2640,0.9,120,3.0,240,0.18,0.22,0.22,133.3333,16.2,19.8,19.8,16.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,139727.9915,678.8833,139832.9045,140296.7703,140348.311,3520.222,13.0,32404.3333,271.0
SCN-0156,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,1.8,120,3.0,240,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,15.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,139899.0578,4846.2981,139373.3415,144425.437,144986.781,3793.4923,3.3333,16632.0,138.6667
SCN-0218,Baja demanda / Rapido proveedor / Ajustada,12000,4200,1200,5400,1.8,120,1.0,240,0.35,0.1,0.45,66.6667,63.0,18.0,81.0,17.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,140021.8955,2320.0483,139258.188,142290.5931,142627.527,3806.1638,3.0,15269.3333,128.6667
SCN-0228,Media demanda / Lento proveedor / Ajustada,12000,4200,2640,2640,0.9,120,3.0,240,0.35,0.22,0.22,133.3333,31.5,19.8,19.8,16.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,140368.1435,1721.5121,139483.7975,142065.2572,142352.086,3538.004,13.0,33573.0,282.0
SCN-0232,Alta demanda / Lento proveedor / Ajustada,12000,4200,2640,2640,0.9,220,3.0,240,0.35,0.22,0.22,244.4444,17.1818,10.8,10.8,7.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,141415.8022,2192.1551,141886.96,143189.3581,143334.069,3354.1426,20.6667,54861.0,250.6667
SCN-0154,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,1.8,120,1.0,240,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,17.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,141493.8545,6689.7582,141663.1965,147453.9202,148097.334,3847.0515,3.0,15423.3333,129.0
SCN-0176,Media demanda / Lento proveedor / Ajustada,12000,2160,2640,2640,1.8,220,3.0,240,0.18,0.22,0.22,122.2222,17.6727,21.6,21.6,18.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,142035.505,1037.7744,142146.083,142926.8146,143013.5625,3612.0974,12.0,29237.6667,135.3333
SCN-0072,Alta demanda / Lento proveedor / Ajustada,8000,2800,800,1760,0.9,220,3.0,240,0.35,0.1,0.22,244.4444,11.4545,3.2727,7.2,0.2727,Medio,3,88.1233,0.9166,87.36,87.411,89.013,87.6321,31.6667,33,7294.3333,100.0,142590.211,3681.2036,143291.9035,145612.2484,145870.0645,1094.5059,29.0,51695.6667,266.6667
SCN-0236,Baja demanda / Lento proveedor / Ajustada,12000,4200,2640,2640,1.8,120,3.0,240,0.35,0.22,0.22,66.6667,63.0,39.6,39.6,36.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,142960.2002,1384.0767,142846.9365,144242.3793,144397.4285,3813.7093,5.6667,14874.0,122.0
SCN-0158,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,1.8,220,1.0,240,0.18,0.1,0.45,122.2222,17.6727,9.8182,44.1818,8.8182,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,143227.67,6433.9454,140448.8505,149570.4954,150584.0115,3811.8797,6.0,30141.3333,137.6667
SCN-0210,Media demanda / Rapido proveedor / Ajustada,12000,4200,1200,5400,0.9,120,1.0,240,0.35,0.1,0.45,133.3333,31.5,9.0,40.5,8.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,143254.2637,2507.9698,141878.178,145721.9601,146149.047,3821.8777,5.6667,32757.0,277.0
SCN-0226,Media demanda / Rapido proveedor / Ajustada,12000,4200,2640,2640,0.9,120,1.0,240,0.35,0.22,0.22,133.3333,31.5,19.8,19.8,18.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,147136.0838,867.9643,147337.8615,147830.6344,147885.387,3744.5208,12.3333,32860.0,269.0
SCN-0170,Baja demanda / Rapido proveedor / Ajustada,12000,2160,2640,2640,1.8,120,1.0,240,0.18,0.22,0.22,66.6667,32.4,39.6,39.6,38.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,147248.3715,865.3766,147128.959,148063.4236,148167.253,3895.7881,7.0,17139.3333,141.6667
SCN-0234,Baja demanda / Rapido proveedor / Ajustada,12000,4200,2640,2640,1.8,120,1.0,240,0.35,0.22,0.22,66.6667,63.0,39.6,39.6,38.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,147930.6828,920.2815,148137.637,148670.6431,148729.866,3933.2597,6.3333,16515.0,136.3333
SCN-0162,Media demanda / Rapido proveedor / Ajustada,12000,2160,2640,2640,0.9,120,1.0,240,0.18,0.22,0.22,133.3333,16.2,19.8,19.8,18.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,148585.6527,2578.2385,149182.072,150650.2793,150813.4135,3775.5274,12.6667,31864.0,264.6667
SCN-0174,Media demanda / Rapido proveedor / Ajustada,12000,2160,2640,2640,1.8,220,1.0,240,0.18,0.22,0.22,122.2222,17.6727,21.6,21.6,20.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,149746.7623,1884.5681,149086.2145,151594.0379,151872.685,3844.8175,11.3333,28201.6667,128.3333
SCN-0238,Media demanda / Rapido proveedor / Ajustada,12000,4200,2640,2640,1.8,220,1.0,240,0.35,0.22,0.22,122.2222,34.3636,21.6,21.6,20.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,150708.415,1456.3157,149962.805,152144.1818,152386.557,3880.7893,11.0,28821.6667,133.3333
SCN-0230,Alta demanda / Rapido proveedor / Ajustada,12000,4200,2640,2640,0.9,220,1.0,240,0.35,0.22,0.22,244.4444,17.1818,10.8,10.8,9.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,156357.3647,107.6206,156334.7015,156460.5309,156474.512,3713.6305,22.6667,60144.3333,273.0
SCN-0166,Alta demanda / Rapido proveedor / Ajustada,12000,2160,2640,2640,0.9,220,1.0,240,0.18,0.22,0.22,244.4444,8.8364,10.8,10.8,9.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,156498.7705,1101.4251,156765.2965,157374.7576,157442.4755,3708.2992,23.0,59073.6667,266.6667
SCN-0248,Alta demanda / Lento proveedor / Conservadora,12000,4200,2640,5400,0.9,220,3.0,240,0.35,0.22,0.45,244.4444,17.1818,10.8,22.0909,7.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,174952.5393,3512.8047,176409.074,177393.418,177502.7895,4544.9779,11.3333,59462.0,271.3333
SCN-0184,Alta demanda / Lento proveedor / Conservadora,12000,2160,2640,5400,0.9,220,3.0,240,0.18,0.22,0.45,244.4444,8.8364,10.8,22.0909,7.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,177389.1202,5640.1412,174516.455,182950.1926,183887.2745,4603.4015,11.6667,58983.3333,268.3333
SCN-0256,Media demanda / Lento proveedor / Conservadora,12000,4200,2640,5400,1.8,220,3.0,240,0.35,0.22,0.45,122.2222,34.3636,21.6,44.1818,18.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,179297.6513,8874.5536,181055.0925,186551.3088,187161.9995,4832.3422,5.3333,28536.0,130.0
SCN-0180,Media demanda / Lento proveedor / Conservadora,12000,2160,2640,5400,0.9,120,3.0,240,0.18,0.22,0.45,133.3333,16.2,19.8,40.5,16.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,182185.3147,1783.7149,181498.449,183939.1635,184210.354,4875.518,6.6667,31423.0,263.3333
SCN-0188,Baja demanda / Lento proveedor / Conservadora,12000,2160,2640,5400,1.8,120,3.0,240,0.18,0.22,0.45,66.6667,32.4,39.6,81.0,36.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,183750.4665,3432.8022,182630.2495,187106.1218,187603.441,4993.0685,4.0,16759.0,138.0
SCN-0244,Media demanda / Lento proveedor / Conservadora,12000,4200,2640,5400,0.9,120,3.0,240,0.35,0.22,0.45,133.3333,31.5,19.8,40.5,16.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,184401.263,7460.9747,182487.9285,191618.1135,192632.5785,4955.5907,6.0,31959.0,267.3333
SCN-0192,Media demanda / Lento proveedor / Conservadora,12000,2160,2640,5400,1.8,220,3.0,240,0.18,0.22,0.45,122.2222,17.6727,21.6,44.1818,18.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,186745.7045,5262.5705,184183.6335,191937.183,192798.6885,5020.714,6.0,29750.0,137.6667
SCN-0252,Baja demanda / Lento proveedor / Conservadora,12000,4200,2640,5400,1.8,120,3.0,240,0.35,0.22,0.45,66.6667,63.0,39.6,81.0,36.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,189700.3963,4532.7692,188271.3895,194125.0494,194775.456,5176.8629,3.3333,16962.0,141.3333
SCN-0186,Baja demanda / Rapido proveedor / Conservadora,12000,2160,2640,5400,1.8,120,1.0,240,0.18,0.22,0.45,66.6667,32.4,39.6,81.0,38.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,190657.3385,6819.5017,187223.274,197382.4317,198511.227,5212.7039,3.0,14614.3333,121.6667
SCN-0250,Baja demanda / Rapido proveedor / Conservadora,12000,4200,2640,5400,1.8,120,1.0,240,0.35,0.22,0.45,66.6667,63.0,39.6,81.0,38.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,190722.6803,4124.0382,191301.2265,194204.3295,194526.8965,5205.2596,3.3333,15933.3333,134.0
SCN-0242,Media demanda / Rapido proveedor / Conservadora,12000,4200,2640,5400,0.9,120,1.0,240,0.35,0.22,0.45,133.3333,31.5,19.8,40.5,18.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,191623.9203,4247.5354,189502.092,195813.0949,196514.3175,5146.9607,6.3333,32163.6667,269.3333
SCN-0178,Media demanda / Rapido proveedor / Conservadora,12000,2160,2640,5400,0.9,120,1.0,240,0.18,0.22,0.45,133.3333,16.2,19.8,40.5,18.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,193770.2385,2993.1283,193152.5275,196636.8789,197024.029,5188.0622,7.0,32397.6667,271.6667
SCN-0182,Alta demanda / Rapido proveedor / Conservadora,12000,2160,2640,5400,0.9,220,1.0,240,0.18,0.22,0.45,244.4444,8.8364,10.8,22.0909,9.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,194516.5392,1872.761,195530.43,195650.4234,195663.756,5079.1631,11.6667,60675.6667,274.6667
SCN-0246,Alta demanda / Rapido proveedor / Conservadora,12000,4200,2640,5400,0.9,220,1.0,240,0.35,0.22,0.45,244.4444,17.1818,10.8,22.0909,9.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,196904.9,4070.7294,198858.7945,199553.172,199630.325,5164.025,11.0,57004.3333,258.3333
SCN-0254,Media demanda / Rapido proveedor / Conservadora,12000,4200,2640,5400,1.8,220,1.0,240,0.35,0.22,0.45,122.2222,34.3636,21.6,44.1818,20.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,197534.2808,1968.4414,197727.425,199231.8699,199399.0305,5338.9152,5.3333,27834.0,127.0
SCN-0190,Media demanda / Rapido proveedor / Conservadora,12000,2160,2640,5400,1.8,220,1.0,240,0.18,0.22,0.45,122.2222,17.6727,21.6,44.1818,20.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,198273.1703,5141.9683,199446.91,202398.8069,202726.7955,5331.6621,6.3333,28746.0,132.3333
